id,age,job,marital,education,credit_default,housing,loan
15966,30,admin.,single,high.school,False,False,False
15967,27,technician,single,professional.course,False,False,False
15968,32,blue-collar,married,basic.4y,,True,True
15969,55,technician,married,professional.course,,False,False
15970,24,admin.,single,high.school,False,True,False
15971,43,admin.,married,high.school,False,True,False
15972,36,blue-collar,married,high.school,,True,False
15973,30,management,single,university.degree,False,False,True
15974,33,admin.,married,university.degree,False,False,False
15975,25,admin.,single,high.school,False,False,False
15976,33,blue-collar,married,basic.6y,,False,True
15977,29,blue-collar,single,basic.9y,False,True,False
15978,29,retired,single,basic.4y,,False,False
15979,25,services,single,high.school,False,False,False
15980,48,blue-collar,married,basic.9y,False,False,False
15981,36,blue-collar,single,basic.9y,,True,False
15982,45,blue-collar,married,basic.4y,,True,False
15983,49,admin.,married,university.degree,,False,False
15984,24,admin.,single,high.school,False,True,False
15985,45,services,married,high.school,False,True,False
15986,51,technician,married,basic.6y,False,True,False
15987,31,blue-collar,single,high.school,False,False,False
15988,41,admin.,divorced,high.school,False,False,False
15989,58,retired,married,professional.course,,False,False
15990,37,management,married,unknown,False,True,False
15991,45,services,married,high.school,False,False,False
15992,53,retired,divorced,basic.4y,,False,True
15993,28,admin.,single,high.school,False,False,False
15994,42,admin.,single,university.degree,False,False,False
15995,37,admin.,single,high.school,,False,False
15996,38,blue-collar,divorced,basic.4y,False,True,False
15997,44,blue-collar,married,professional.course,,False,False
15998,44,blue-collar,married,professional.course,,False,False
15999,30,unemployed,married,high.school,False,True,False
16000,48,technician,single,high.school,False,False,True
16001,30,services,single,high.school,,True,False
16002,54,retired,divorced,university.degree,False,True,False
16003,57,housemaid,divorced,basic.6y,False,True,False
16004,37,admin.,married,university.degree,False,True,False
16005,31,admin.,single,high.school,False,False,False
16006,27,blue-collar,single,basic.6y,False,False,False
16007,28,technician,married,professional.course,False,False,False
16008,38,services,single,high.school,,True,False
16009,30,admin.,single,high.school,False,True,False
16010,35,admin.,divorced,high.school,False,,
16011,31,blue-collar,married,professional.course,False,True,False
16012,39,blue-collar,married,basic.6y,,True,False
16013,31,blue-collar,married,basic.6y,False,True,False
16014,59,housemaid,married,basic.4y,,False,False
16015,37,admin.,married,university.degree,False,True,False
16016,33,technician,single,professional.course,False,True,False
16017,27,blue-collar,single,high.school,False,False,False
16018,56,entrepreneur,married,university.degree,,False,True
16019,30,admin.,single,high.school,False,True,False
16020,29,technician,married,professional.course,False,True,True
16021,38,self-employed,single,unknown,False,True,False
16022,59,retired,married,basic.4y,False,False,False
16023,22,blue-collar,single,basic.6y,,True,False
16024,33,blue-collar,married,basic.6y,False,True,False
16025,37,admin.,married,high.school,False,False,True
16026,41,services,divorced,high.school,False,True,False
16027,24,blue-collar,married,professional.course,False,False,False
16028,40,management,married,university.degree,False,False,False
16029,33,services,married,high.school,False,True,False
16030,33,admin.,single,university.degree,False,False,True
16031,21,services,single,high.school,False,True,False
16032,33,blue-collar,married,basic.6y,False,False,False
16033,46,blue-collar,married,basic.4y,,True,False
16034,31,admin.,single,university.degree,False,True,False
16035,31,admin.,single,university.degree,False,True,False
16036,31,admin.,single,university.degree,False,True,False
16037,58,retired,married,basic.4y,,False,False
16038,35,blue-collar,divorced,basic.4y,False,True,False
16039,35,blue-collar,divorced,basic.4y,False,True,False
16040,36,admin.,single,high.school,False,False,False
16041,36,admin.,single,high.school,False,False,False
16042,58,retired,married,basic.4y,,False,False
16043,36,admin.,single,high.school,False,False,False
16044,33,blue-collar,married,basic.9y,False,True,False
16045,46,housemaid,divorced,basic.4y,,True,False
16046,33,services,single,high.school,False,True,False
16047,27,blue-collar,married,basic.4y,False,True,False
16048,46,housemaid,divorced,basic.4y,,True,False
16049,27,blue-collar,married,basic.4y,False,True,False
16050,54,technician,married,high.school,False,False,False
16051,27,admin.,single,university.degree,,True,True
16052,46,housemaid,divorced,basic.4y,,False,True
16053,27,services,single,high.school,False,True,False
16054,23,blue-collar,single,basic.9y,False,True,False
16055,28,blue-collar,single,high.school,False,False,False
16056,35,blue-collar,married,unknown,,True,False
16057,35,blue-collar,married,unknown,,False,False
16058,44,technician,married,professional.course,,True,False
16059,38,blue-collar,married,basic.4y,,False,False
16060,39,blue-collar,single,high.school,,True,False
16061,27,admin.,single,basic.9y,False,True,True
16062,33,blue-collar,married,basic.6y,False,True,False
16063,30,blue-collar,divorced,basic.9y,False,True,False
16064,44,blue-collar,married,professional.course,,False,False
16065,30,admin.,single,high.school,False,True,True
16066,30,admin.,single,high.school,False,False,False
16067,45,services,married,high.school,False,False,False
16068,40,admin.,married,high.school,False,False,False
16069,22,admin.,single,high.school,False,True,False
16070,32,technician,single,unknown,False,True,False
16071,60,retired,married,basic.6y,False,False,False
16072,59,retired,married,basic.6y,False,True,False
16073,35,services,single,high.school,,True,False
16074,59,retired,married,basic.6y,False,True,False
16075,33,technician,single,professional.course,False,False,False
16076,40,admin.,single,university.degree,False,False,False
16077,37,admin.,married,university.degree,False,True,False
16078,59,retired,married,basic.6y,False,True,False
16079,56,blue-collar,married,basic.4y,,False,False
16080,35,services,single,high.school,,True,False
16081,35,services,single,high.school,,False,False
16082,35,services,single,high.school,,True,True
16083,35,services,single,high.school,,True,False
16084,31,technician,married,professional.course,False,False,False
16085,37,services,single,high.school,False,False,False
16086,56,blue-collar,married,unknown,,True,False
16087,35,services,single,high.school,,False,False
16088,26,blue-collar,single,basic.9y,False,True,False
16089,46,blue-collar,married,unknown,False,True,False
16090,26,blue-collar,married,basic.4y,,False,False
16091,24,student,married,university.degree,False,False,False
16092,38,self-employed,single,unknown,False,False,False
16093,24,blue-collar,married,professional.course,False,False,False
16094,30,blue-collar,married,basic.9y,False,False,False
16095,37,admin.,single,unknown,False,False,False
16096,57,blue-collar,divorced,basic.4y,,True,False
16097,48,blue-collar,single,basic.4y,False,False,True
16098,24,blue-collar,single,basic.6y,False,False,False
16099,54,services,married,high.school,False,False,False
16100,38,blue-collar,married,basic.4y,,True,False
16101,25,blue-collar,married,basic.9y,False,True,True
16102,55,admin.,married,unknown,False,True,True
16103,30,admin.,single,university.degree,False,True,True
16104,30,admin.,single,university.degree,False,False,True
16105,41,blue-collar,married,basic.9y,False,True,True
16106,37,blue-collar,married,high.school,,True,False
16107,41,blue-collar,married,basic.9y,False,True,False
16108,49,admin.,married,university.degree,,False,False
16109,41,management,single,university.degree,False,False,False
16110,23,blue-collar,single,basic.9y,False,False,False
16111,36,admin.,married,university.degree,,True,False
16112,30,admin.,single,high.school,False,False,True
16113,27,admin.,single,university.degree,False,True,True
16114,26,blue-collar,single,basic.6y,,False,False
16115,35,blue-collar,married,unknown,False,True,False
16116,38,housemaid,married,basic.4y,,False,False
16117,59,retired,married,basic.6y,False,True,False
16118,32,blue-collar,married,basic.4y,False,True,False
16119,44,blue-collar,married,basic.6y,,True,True
16120,31,admin.,single,university.degree,False,True,False
16121,30,admin.,single,high.school,False,False,True
16122,27,unemployed,single,university.degree,False,True,False
16123,27,unemployed,single,university.degree,False,False,False
16124,27,unemployed,single,university.degree,False,True,False
16125,27,unemployed,single,university.degree,False,True,False
16126,32,blue-collar,married,basic.4y,False,False,True
16127,40,management,married,university.degree,False,False,True
16128,31,self-employed,single,high.school,False,True,False
16129,39,technician,married,professional.course,False,False,False
16130,39,technician,married,professional.course,False,False,True
16131,23,blue-collar,single,basic.9y,False,False,False
16132,56,admin.,married,unknown,,False,False
16133,29,admin.,single,university.degree,False,False,False
16134,35,services,divorced,university.degree,False,False,True
16135,30,admin.,single,university.degree,False,False,True
16136,30,management,single,high.school,False,False,False
16137,32,blue-collar,married,basic.6y,False,False,False
16138,35,services,divorced,basic.9y,False,True,False
16139,34,services,single,high.school,False,False,False
16140,29,technician,married,professional.course,False,False,False
16141,49,admin.,married,basic.9y,False,True,False
16142,26,blue-collar,single,basic.6y,,False,False
16143,46,technician,married,basic.9y,,True,False
16144,35,admin.,married,university.degree,,True,False
16145,32,admin.,married,basic.9y,False,True,False
16146,58,retired,married,basic.4y,False,False,True
16147,49,blue-collar,married,basic.9y,,False,False
16148,58,retired,married,basic.4y,False,False,False
16149,58,retired,married,basic.4y,False,False,False
16150,50,blue-collar,married,basic.4y,False,False,True
16151,36,services,divorced,professional.course,False,True,False
16152,58,retired,married,basic.4y,False,True,False
16153,58,retired,married,basic.4y,False,False,False
16154,45,services,married,high.school,,False,False
16155,26,blue-collar,single,basic.6y,,True,False
16156,31,technician,single,professional.course,False,True,False
16157,35,blue-collar,married,university.degree,False,,
16158,26,admin.,single,university.degree,False,True,False
16159,35,admin.,married,university.degree,,True,False
16160,40,blue-collar,married,basic.9y,False,True,False
16161,28,technician,single,high.school,False,False,False
16162,46,self-employed,married,university.degree,False,False,True
16163,55,entrepreneur,divorced,unknown,False,False,False
16164,25,blue-collar,single,high.school,False,True,False
16165,53,technician,divorced,professional.course,False,True,True
16166,35,services,divorced,university.degree,False,True,False
16167,49,admin.,single,high.school,False,True,False
16168,22,services,single,high.school,False,True,False
16169,48,entrepreneur,single,university.degree,False,True,False
16170,56,retired,married,basic.4y,,False,False
16171,39,blue-collar,married,basic.4y,False,False,False
16172,31,self-employed,single,high.school,False,False,False
16173,31,self-employed,single,high.school,False,False,True
16174,45,entrepreneur,divorced,professional.course,False,True,False
16175,35,blue-collar,divorced,unknown,False,True,False
16176,37,admin.,married,university.degree,False,True,False
16177,33,technician,single,professional.course,False,False,False
16178,49,admin.,married,high.school,False,False,False
16179,27,blue-collar,single,basic.6y,False,False,True
16180,36,admin.,single,unknown,False,False,False
16181,42,entrepreneur,married,university.degree,False,True,False
16182,36,admin.,single,unknown,False,False,False
16183,34,services,single,high.school,False,,
16184,27,blue-collar,single,basic.6y,False,False,False
16185,57,management,married,university.degree,False,False,False
16186,57,management,married,university.degree,False,False,False
16187,49,unemployed,married,basic.4y,,True,True
16188,51,entrepreneur,married,university.degree,,True,True
16189,28,technician,single,high.school,False,True,False
16190,44,admin.,married,university.degree,False,True,False
16191,41,blue-collar,married,unknown,,True,True
16192,52,retired,divorced,professional.course,False,False,False
16193,45,entrepreneur,divorced,professional.course,False,True,False
16194,33,technician,single,professional.course,False,False,False
16195,30,admin.,single,university.degree,False,True,False
16196,48,blue-collar,married,basic.4y,False,True,False
16197,36,admin.,single,high.school,False,False,False
16198,31,self-employed,single,high.school,False,False,False
16199,29,blue-collar,single,high.school,False,True,False
16200,48,blue-collar,married,basic.4y,False,True,False
16201,28,technician,single,high.school,False,True,False
16202,58,retired,married,basic.4y,False,False,False
16203,45,services,married,high.school,,False,False
16204,49,unemployed,married,basic.4y,,True,False
16205,28,admin.,married,high.school,False,,
16206,40,blue-collar,married,high.school,False,False,False
16207,50,entrepreneur,married,university.degree,False,False,False
16208,46,unemployed,married,professional.course,False,False,False
16209,44,technician,married,high.school,False,True,False
16210,27,admin.,single,university.degree,,False,False
16211,31,blue-collar,single,basic.4y,False,True,False
16212,35,admin.,married,professional.course,False,False,False
16213,53,admin.,single,unknown,,False,False
16214,39,blue-collar,married,basic.9y,,False,False
16215,33,blue-collar,divorced,basic.9y,False,False,False
16216,35,blue-collar,divorced,basic.4y,False,False,True
16217,31,admin.,single,university.degree,False,True,False
16218,51,housemaid,married,basic.9y,False,True,False
16219,38,housemaid,married,basic.4y,,True,False
16220,48,technician,single,professional.course,,True,False
16221,41,blue-collar,married,basic.9y,False,True,False
16222,27,admin.,single,university.degree,,True,False
16223,27,admin.,single,university.degree,,True,False
16224,27,admin.,single,university.degree,,True,False
16225,27,admin.,single,university.degree,,True,False
16226,27,admin.,single,university.degree,,False,False
16227,27,admin.,single,university.degree,,True,False
16228,37,student,single,unknown,False,True,False
16229,28,technician,single,high.school,False,False,False
16230,35,admin.,married,university.degree,,False,False
16231,28,technician,single,high.school,False,True,False
16232,40,management,married,university.degree,False,True,False
16233,42,entrepreneur,married,university.degree,False,True,False
16234,41,blue-collar,divorced,unknown,False,True,False
16235,33,technician,single,professional.course,False,False,True
16236,26,services,married,high.school,False,True,False
16237,26,blue-collar,single,basic.6y,,True,False
16238,24,admin.,single,high.school,False,,
16239,30,admin.,single,university.degree,False,False,True
16240,27,blue-collar,married,basic.6y,,True,False
16241,43,services,divorced,unknown,,True,True
16242,30,admin.,single,university.degree,False,True,False
16243,49,services,divorced,high.school,,True,False
16244,49,admin.,married,basic.9y,False,True,True
16245,51,housemaid,married,basic.9y,False,True,False
16246,40,blue-collar,divorced,unknown,False,True,False
16247,43,entrepreneur,married,university.degree,,True,False
16248,43,entrepreneur,married,university.degree,,True,False
16249,27,services,single,high.school,False,True,False
16250,38,blue-collar,married,basic.6y,,False,False
16251,31,blue-collar,single,high.school,False,False,True
16252,31,blue-collar,married,basic.6y,False,True,False
16253,23,blue-collar,single,basic.9y,False,True,False
16254,25,services,single,unknown,False,True,False
16255,33,blue-collar,married,basic.6y,False,True,False
16256,36,admin.,single,high.school,False,False,True
16257,58,retired,married,basic.4y,False,False,False
16258,29,management,married,university.degree,False,True,False
16259,54,retired,divorced,basic.4y,False,True,False
16260,53,management,married,university.degree,False,False,False
16261,41,management,married,high.school,False,True,False
16262,48,housemaid,divorced,basic.4y,False,True,False
16263,30,admin.,single,high.school,False,True,False
16264,50,blue-collar,married,basic.4y,False,True,False
16265,27,technician,married,university.degree,False,True,False
16266,24,blue-collar,married,professional.course,False,False,False
16267,37,blue-collar,divorced,professional.course,False,False,False
16268,27,admin.,single,university.degree,,False,True
16269,32,blue-collar,single,basic.9y,False,True,False
16270,60,housemaid,married,illiterate,,True,False
16271,35,technician,single,professional.course,False,False,False
16272,49,admin.,single,high.school,False,True,False
16273,43,services,divorced,unknown,,True,False
16274,33,services,single,high.school,,True,False
16275,37,services,single,high.school,False,False,True
16276,28,technician,single,high.school,False,False,False
16277,48,entrepreneur,single,university.degree,False,False,True
16278,38,self-employed,single,unknown,False,True,True
16279,27,admin.,single,university.degree,False,False,False
16280,27,blue-collar,single,unknown,False,,
16281,34,blue-collar,married,basic.4y,False,True,False
16282,34,blue-collar,married,unknown,False,False,True
16283,38,blue-collar,divorced,basic.4y,False,True,False
16284,44,blue-collar,married,basic.4y,False,False,False
16285,58,retired,married,basic.4y,False,True,False
16286,54,technician,married,high.school,False,True,False
16287,56,retired,married,basic.4y,,False,False
16288,23,services,single,high.school,False,False,False
16289,41,blue-collar,married,basic.9y,False,False,False
16290,57,management,married,university.degree,False,False,False
16291,47,blue-collar,single,unknown,,True,False
16292,28,blue-collar,married,basic.9y,False,False,False
16293,33,blue-collar,married,basic.6y,False,False,True
16294,41,services,single,unknown,,False,False
16295,51,blue-collar,married,basic.9y,,True,False
16296,48,entrepreneur,single,university.degree,False,False,False
16297,29,blue-collar,single,basic.9y,,True,False
16298,29,self-employed,married,university.degree,False,True,False
16299,24,blue-collar,single,unknown,False,False,False
16300,33,services,single,high.school,,True,False
16301,20,services,single,high.school,False,False,False
16302,24,blue-collar,single,unknown,False,False,False
16303,38,blue-collar,married,basic.6y,False,True,False
16304,40,management,married,university.degree,False,False,False
16305,44,unknown,married,basic.6y,False,False,False
16306,36,management,divorced,university.degree,False,True,False
16307,34,blue-collar,married,basic.6y,,True,False
16308,27,admin.,single,basic.9y,False,True,False
16309,47,blue-collar,single,unknown,,True,False
16310,27,blue-collar,single,basic.6y,False,True,True
16311,46,blue-collar,married,basic.4y,,False,False
16312,51,housemaid,married,basic.9y,False,False,False
16313,43,admin.,married,university.degree,,True,False
16314,38,blue-collar,married,basic.6y,False,False,False
16315,41,services,divorced,high.school,False,True,False
16316,30,admin.,single,university.degree,False,True,False
16317,24,admin.,single,high.school,False,False,True
16318,26,admin.,single,university.degree,False,True,False
16319,25,services,single,high.school,False,False,False
16320,37,self-employed,divorced,professional.course,False,True,False
16321,26,blue-collar,single,basic.9y,False,True,False
16322,35,services,single,high.school,,True,True
16323,36,blue-collar,married,basic.6y,False,True,False
16324,55,admin.,married,university.degree,False,True,False
16325,53,admin.,married,university.degree,,True,False
16326,23,management,single,university.degree,False,True,False
16327,38,technician,married,high.school,False,True,False
16328,41,blue-collar,divorced,unknown,False,True,False
16329,51,blue-collar,married,basic.4y,False,True,False
16330,35,services,divorced,university.degree,False,True,False
16331,31,blue-collar,single,high.school,False,True,False
16332,22,services,married,basic.9y,False,True,False
16333,20,student,single,high.school,False,True,True
16334,57,technician,divorced,professional.course,False,False,False
16335,52,entrepreneur,married,university.degree,,True,False
16336,35,housemaid,married,basic.4y,False,True,False
16337,35,housemaid,married,basic.4y,False,False,True
16338,31,blue-collar,single,high.school,False,False,False
16339,28,blue-collar,married,basic.9y,False,False,False
16340,29,blue-collar,single,basic.9y,,True,False
16341,29,blue-collar,single,basic.9y,,True,False
16342,50,entrepreneur,married,university.degree,False,False,False
16343,48,technician,married,professional.course,,False,False
16344,29,blue-collar,single,basic.9y,,True,False
16345,32,blue-collar,single,basic.9y,False,True,True
16346,29,blue-collar,single,basic.9y,,False,False
16347,35,services,married,unknown,,True,True
16348,29,blue-collar,single,basic.9y,,True,True
16349,53,admin.,single,unknown,,True,False
16350,31,blue-collar,married,unknown,,False,False
16351,31,admin.,single,university.degree,False,,
16352,30,management,married,university.degree,False,False,False
16353,27,blue-collar,single,basic.9y,,False,False
16354,59,technician,divorced,basic.9y,False,True,False
16355,34,blue-collar,married,basic.9y,False,True,False
16356,30,management,married,university.degree,False,True,False
16357,24,services,single,basic.9y,False,False,False
16358,24,admin.,married,unknown,False,True,False
16359,31,blue-collar,married,basic.6y,False,False,False
16360,44,blue-collar,married,basic.4y,,False,False
16361,21,services,single,basic.9y,False,True,False
16362,25,blue-collar,single,basic.9y,,True,False
16363,30,blue-collar,married,unknown,False,False,False
16364,39,services,married,unknown,,False,False
16365,59,retired,married,unknown,,False,False
16366,36,entrepreneur,married,university.degree,False,True,False
16367,36,entrepreneur,married,university.degree,False,False,False
16368,32,admin.,married,university.degree,False,False,True
16369,21,blue-collar,married,basic.9y,False,False,True
16370,26,services,single,high.school,False,True,False
16371,26,services,single,high.school,False,True,False
16372,28,blue-collar,single,high.school,False,True,False
16373,32,blue-collar,divorced,basic.6y,,True,False
16374,42,housemaid,married,basic.4y,,False,True
16375,49,blue-collar,divorced,basic.9y,False,True,False
16376,35,admin.,married,professional.course,False,True,False
16377,41,blue-collar,single,basic.6y,,False,False
16378,43,admin.,married,university.degree,False,True,True
16379,27,blue-collar,single,high.school,False,True,False
16380,30,management,married,university.degree,False,False,True
16381,31,blue-collar,single,high.school,False,True,False
16382,48,services,married,basic.9y,False,True,True
16383,56,housemaid,single,basic.4y,,False,True
16384,31,technician,married,basic.9y,False,False,False
16385,59,blue-collar,married,basic.9y,,True,False
16386,32,services,single,high.school,False,True,False
16387,58,entrepreneur,married,university.degree,False,False,False
16388,58,entrepreneur,married,university.degree,False,False,True
16389,58,entrepreneur,married,university.degree,False,False,False
16390,32,self-employed,married,university.degree,False,True,False
16391,45,retired,married,basic.4y,False,False,False
16392,31,admin.,single,high.school,False,True,False
16393,31,blue-collar,single,high.school,False,True,True
16394,24,services,single,basic.9y,False,False,False
16395,24,services,single,basic.9y,False,True,False
16396,38,blue-collar,married,basic.6y,False,True,False
16397,23,admin.,single,professional.course,False,False,False
16398,23,admin.,single,professional.course,False,False,False
16399,23,admin.,single,professional.course,False,True,False
16400,23,admin.,single,professional.course,False,False,True
16401,23,admin.,single,professional.course,False,True,False
16402,23,admin.,single,professional.course,False,False,False
16403,59,retired,married,unknown,,False,False
16404,23,admin.,single,professional.course,False,True,False
16405,38,management,divorced,university.degree,False,True,False
16406,34,admin.,single,high.school,False,True,False
16407,33,blue-collar,married,basic.4y,False,True,False
16408,56,blue-collar,married,basic.9y,False,True,False
16409,28,admin.,single,high.school,False,False,False
16410,26,admin.,single,university.degree,False,False,False
16411,40,services,married,basic.4y,,True,False
16412,30,technician,married,basic.9y,False,True,False
16413,33,admin.,single,university.degree,False,True,False
16414,30,services,single,high.school,False,False,True
16415,31,blue-collar,married,basic.4y,,True,False
16416,31,blue-collar,married,basic.4y,,True,False
16417,31,blue-collar,married,basic.4y,,True,False
16418,24,technician,single,basic.9y,False,True,False
16419,38,blue-collar,married,basic.6y,False,True,False
16420,49,technician,married,professional.course,False,False,False
16421,30,admin.,single,high.school,False,True,False
16422,35,admin.,married,high.school,False,False,False
16423,39,admin.,married,basic.6y,,True,False
16424,55,retired,married,basic.4y,False,True,False
16425,39,admin.,married,basic.6y,,True,False
16426,32,blue-collar,divorced,basic.6y,,True,False
16427,31,blue-collar,single,high.school,False,True,True
16428,40,entrepreneur,married,university.degree,False,False,False
16429,50,admin.,married,basic.6y,False,True,False
16430,31,blue-collar,single,high.school,False,True,False
16431,55,retired,married,basic.4y,False,False,False
16432,24,services,single,basic.9y,False,True,False
16433,48,technician,divorced,professional.course,False,True,True
16434,36,blue-collar,married,high.school,False,True,True
16435,53,management,married,university.degree,,False,False
16436,36,blue-collar,married,high.school,False,True,False
16437,32,technician,single,high.school,False,True,False
16438,39,admin.,married,basic.6y,,False,False
16439,42,admin.,married,university.degree,False,,
16440,21,blue-collar,married,basic.9y,False,True,False
16441,40,admin.,divorced,university.degree,False,,
16442,51,blue-collar,single,basic.4y,,False,False
16443,26,blue-collar,married,unknown,False,True,False
16444,59,technician,divorced,basic.9y,False,True,False
16445,26,admin.,single,high.school,False,False,True
16446,25,admin.,single,university.degree,False,True,False
16447,49,blue-collar,married,basic.4y,,True,False
16448,21,blue-collar,married,basic.9y,False,False,False
16449,34,technician,married,professional.course,False,True,False
16450,40,blue-collar,married,basic.6y,False,True,False
16451,34,services,married,high.school,False,False,False
16452,37,unemployed,single,basic.9y,,True,True
16453,32,services,single,high.school,False,True,False
16454,39,management,married,basic.9y,False,False,False
16455,29,technician,single,university.degree,False,True,True
16456,44,management,married,university.degree,False,True,True
16457,31,blue-collar,married,basic.9y,,True,True
16458,39,services,married,unknown,,True,False
16459,30,services,single,high.school,False,True,True
16460,31,blue-collar,divorced,basic.9y,,True,False
16461,43,admin.,divorced,university.degree,False,False,False
16462,37,unemployed,married,professional.course,,True,False
16463,27,blue-collar,single,basic.9y,,True,False
16464,48,services,married,basic.9y,False,True,False
16465,24,services,single,basic.9y,False,True,False
16466,48,services,married,basic.9y,False,True,False
16467,24,services,single,basic.9y,False,False,False
16468,44,technician,married,professional.course,False,False,False
16469,25,blue-collar,single,basic.4y,False,True,True
16470,24,blue-collar,single,basic.6y,False,False,False
16471,31,housemaid,single,high.school,False,True,True
16472,38,technician,married,unknown,False,True,False
16473,46,services,married,high.school,False,True,True
16474,31,blue-collar,married,basic.6y,False,False,False
16475,37,admin.,divorced,high.school,False,True,False
16476,48,unknown,married,basic.6y,False,False,False
16477,28,admin.,single,university.degree,False,True,False
16478,36,blue-collar,married,high.school,False,False,False
16479,40,blue-collar,married,high.school,False,False,False
16480,33,blue-collar,married,basic.4y,False,True,True
16481,32,blue-collar,divorced,basic.6y,,True,False
16482,46,services,married,high.school,False,True,False
16483,28,management,single,university.degree,False,True,False
16484,31,blue-collar,married,basic.4y,,True,False
16485,31,blue-collar,married,basic.9y,False,False,False
16486,26,admin.,single,university.degree,False,True,False
16487,57,admin.,married,basic.9y,False,False,True
16488,36,entrepreneur,married,university.degree,False,False,True
16489,30,blue-collar,single,basic.6y,,True,False
16490,30,technician,married,university.degree,False,True,False
16491,42,admin.,married,university.degree,False,False,False
16492,31,housemaid,single,high.school,False,False,True
16493,39,services,married,high.school,False,False,False
16494,24,blue-collar,single,basic.9y,,True,False
16495,39,services,married,unknown,,False,False
16496,57,admin.,single,basic.9y,False,True,False
16497,24,services,single,basic.9y,False,True,False
16498,21,blue-collar,married,basic.9y,False,True,False
16499,36,blue-collar,single,basic.6y,False,True,False
16500,44,admin.,married,basic.6y,False,False,False
16501,30,management,married,university.degree,False,True,False
16502,36,services,married,high.school,,False,False
16503,32,technician,single,high.school,False,False,False
16504,38,blue-collar,married,high.school,False,True,False
16505,25,blue-collar,single,basic.6y,False,False,False
16506,32,technician,married,professional.course,False,False,True
16507,40,entrepreneur,married,university.degree,False,False,False
16508,22,blue-collar,single,high.school,False,True,False
16509,29,admin.,divorced,unknown,False,False,False
16510,51,blue-collar,single,basic.4y,,True,False
16511,47,self-employed,single,unknown,False,True,False
16512,36,blue-collar,married,basic.9y,False,False,False
16513,26,services,single,high.school,False,True,False
16514,26,services,single,high.school,False,False,False
16515,36,blue-collar,married,basic.9y,False,False,True
16516,44,admin.,married,basic.6y,False,False,False
16517,25,blue-collar,single,basic.9y,,False,False
16518,55,unemployed,married,university.degree,False,True,False
16519,30,blue-collar,married,basic.6y,False,True,False
16520,33,management,married,high.school,False,True,False
16521,39,blue-collar,single,university.degree,False,False,False
16522,24,admin.,married,unknown,False,True,False
16523,28,admin.,married,university.degree,False,False,True
16524,53,services,married,high.school,False,False,True
16525,28,services,single,high.school,False,False,False
16526,30,management,married,university.degree,False,False,True
16527,26,student,single,high.school,False,False,True
16528,30,admin.,married,university.degree,False,True,False
16529,25,technician,single,university.degree,False,False,True
16530,36,entrepreneur,married,university.degree,False,True,False
16531,37,entrepreneur,married,university.degree,False,True,False
16532,50,admin.,single,university.degree,False,False,False
16533,28,admin.,married,university.degree,False,False,False
16534,31,services,divorced,high.school,False,False,False
16535,58,retired,married,basic.4y,,True,False
16536,24,admin.,married,unknown,False,True,True
16537,53,entrepreneur,divorced,university.degree,False,True,False
16538,28,admin.,married,university.degree,False,True,False
16539,49,unemployed,married,high.school,False,True,False
16540,59,retired,married,university.degree,,False,False
16541,33,blue-collar,married,basic.4y,False,True,False
16542,39,services,married,unknown,,,
16543,28,admin.,married,university.degree,False,False,False
16544,56,retired,married,professional.course,False,False,False
16545,24,admin.,married,university.degree,False,False,False
16546,34,technician,married,professional.course,False,False,False
16547,27,management,single,university.degree,False,False,False
16548,37,admin.,single,university.degree,False,False,False
16549,49,self-employed,divorced,university.degree,False,False,True
16550,30,management,married,university.degree,False,,
16551,40,admin.,divorced,university.degree,False,False,False
16552,52,admin.,divorced,university.degree,False,False,True
16553,44,technician,married,professional.course,False,False,False
16554,36,blue-collar,married,basic.9y,,True,False
16555,50,housemaid,married,unknown,False,True,False
16556,38,management,single,university.degree,False,False,False
16557,31,blue-collar,married,basic.4y,,False,False
16558,30,management,married,university.degree,False,False,False
16559,27,services,single,high.school,False,True,True
16560,25,blue-collar,married,high.school,False,False,False
16561,30,blue-collar,married,basic.6y,False,False,True
16562,27,blue-collar,single,high.school,False,True,False
16563,36,self-employed,single,university.degree,False,True,False
16564,49,self-employed,divorced,university.degree,False,True,False
16565,25,blue-collar,single,basic.9y,False,True,False
16566,26,technician,single,professional.course,False,False,False
16567,26,admin.,single,university.degree,False,False,True
16568,49,unknown,married,university.degree,False,True,False
16569,34,blue-collar,married,high.school,,True,False
16570,37,technician,single,university.degree,False,True,False
16571,29,blue-collar,married,unknown,False,True,False
16572,24,admin.,married,university.degree,False,True,False
16573,39,blue-collar,married,basic.6y,,False,False
16574,32,technician,married,professional.course,False,True,False
16575,53,entrepreneur,divorced,university.degree,False,False,False
16576,26,services,single,high.school,False,,
16577,31,blue-collar,married,basic.9y,False,False,False
16578,51,blue-collar,married,basic.4y,False,False,True
16579,34,blue-collar,married,basic.9y,False,True,False
16580,24,admin.,married,university.degree,False,True,False
16581,29,self-employed,married,professional.course,,False,False
16582,25,blue-collar,single,basic.9y,False,True,True
16583,53,blue-collar,married,basic.4y,False,True,False
16584,59,retired,divorced,unknown,False,False,False
16585,34,admin.,married,university.degree,False,False,False
16586,47,technician,married,professional.course,False,True,False
16587,27,services,single,university.degree,False,False,False
16588,24,services,single,basic.9y,False,True,False
16589,36,admin.,divorced,high.school,False,False,False
16590,28,blue-collar,single,basic.4y,,False,False
16591,44,admin.,married,basic.6y,False,False,False
16592,42,admin.,married,university.degree,False,False,False
