campaign_id,client_id,number_contracts,duration,pdays,previous_campaign_contracts,previous_outcome,campaign_outcome,last_contact_date
20783,20783,1,342,999,0,,False,2024-08-01
20784,20784,1,306,999,0,,True,2024-08-15
20785,20785,1,31,999,0,,False,2024-08-23
20786,20786,4,75,999,0,,False,2024-08-30
20787,20787,1,111,999,0,,False,2024-08-19
20788,20788,2,68,999,0,,False,2024-08-11
20789,20789,2,1148,999,0,,True,2024-08-29
20790,20790,3,257,999,0,,False,2024-08-16
20791,20791,1,99,999,0,,False,2024-08-14
20792,20792,1,356,999,0,,False,2024-08-23
20793,20793,3,212,999,0,,False,2024-08-31
20794,20794,2,139,999,0,,False,2024-08-21
20795,20795,2,490,999,0,,False,2024-08-28
20796,20796,5,175,999,0,,False,2024-08-28
20797,20797,2,130,999,0,,False,2024-08-23
20798,20798,1,121,999,0,,False,2024-08-01
20799,20799,1,78,999,0,,False,2024-08-14
20800,20800,1,73,999,0,,False,2024-08-23
20801,20801,2,84,999,0,,False,2024-08-08
20802,20802,1,168,999,0,,False,2024-08-27
20803,20803,3,388,999,0,,False,2024-08-26
20804,20804,3,99,999,0,,False,2024-08-28
20805,20805,4,418,999,0,,False,2024-08-20
20806,20806,3,222,999,0,,False,2024-08-20
20807,20807,3,73,999,0,,False,2024-08-04
20808,20808,3,202,999,0,,False,2024-08-21
20809,20809,3,394,999,0,,False,2024-08-20
20810,20810,3,109,999,0,,False,2024-08-03
20811,20811,6,233,999,0,,False,2024-08-23
20812,20812,2,338,999,0,,False,2024-08-01
20813,20813,8,107,999,0,,False,2024-08-24
20814,20814,2,163,999,0,,False,2024-08-08
20815,20815,3,86,999,0,,False,2024-08-02
20816,20816,3,83,999,0,,False,2024-08-30
20817,20817,2,399,999,0,,False,2024-08-22
20818,20818,2,274,999,0,,False,2024-08-21
20819,20819,3,150,999,0,,False,2024-08-26
20820,20820,3,209,999,0,,False,2024-08-20
20821,20821,3,67,999,0,,False,2024-08-19
20822,20822,3,75,999,0,,False,2024-08-26
20823,20823,5,181,999,0,,False,2024-08-05
20824,20824,4,413,999,0,,False,2024-08-06
20825,20825,3,58,999,0,,False,2024-08-09
20826,20826,2,399,999,0,,False,2024-08-12
20827,20827,8,48,999,0,,False,2024-08-26
20828,20828,8,275,999,0,,False,2024-08-27
20829,20829,3,449,999,0,,False,2024-08-03
20830,20830,3,536,999,0,,False,2024-08-04
20831,20831,5,158,999,0,,False,2024-08-20
20832,20832,4,113,999,0,,False,2024-08-23
20833,20833,2,127,999,0,,False,2024-08-04
20834,20834,4,740,999,0,,False,2024-08-31
20835,20835,2,75,999,0,,False,2024-08-05
20836,20836,5,178,999,0,,False,2024-08-24
20837,20837,8,65,999,0,,False,2024-08-12
20838,20838,4,152,999,0,,False,2024-08-06
20839,20839,3,464,999,0,,False,2024-08-11
20840,20840,2,96,999,0,,False,2024-08-24
20841,20841,1,64,999,0,,False,2024-08-04
20842,20842,1,76,999,0,,False,2024-08-14
20843,20843,1,106,999,0,,False,2024-08-27
20844,20844,1,81,999,0,,False,2024-08-24
20845,20845,1,169,999,0,,False,2024-08-07
20846,20846,1,103,999,0,,False,2024-08-07
20847,20847,1,82,999,0,,False,2024-08-06
20848,20848,1,152,999,0,,False,2024-08-17
20849,20849,1,90,999,0,,False,2024-08-17
20850,20850,1,115,999,0,,False,2024-08-02
20851,20851,1,67,999,0,,False,2024-08-10
20852,20852,1,175,999,0,,False,2024-08-04
20853,20853,3,110,999,0,,False,2024-08-31
20854,20854,1,123,999,0,,False,2024-08-13
20855,20855,1,719,999,0,,False,2024-08-22
20856,20856,1,125,999,0,,False,2024-08-02
20857,20857,2,259,999,0,,False,2024-08-12
20858,20858,1,81,999,0,,False,2024-08-19
20859,20859,1,373,999,0,,False,2024-08-28
20860,20860,1,36,999,0,,False,2024-08-17
20861,20861,1,157,999,0,,False,2024-08-31
20862,20862,1,133,999,0,,False,2024-08-03
20863,20863,1,106,999,0,,False,2024-08-29
20864,20864,1,707,999,0,,True,2024-08-21
20865,20865,2,144,999,0,,False,2024-08-07
20866,20866,3,360,999,0,,False,2024-08-21
20867,20867,1,55,999,0,,False,2024-08-26
20868,20868,1,87,999,0,,False,2024-08-01
20869,20869,1,266,999,0,,False,2024-08-12
20870,20870,1,149,999,0,,False,2024-08-23
20871,20871,1,366,999,0,,False,2024-08-25
20872,20872,1,87,999,0,,False,2024-08-18
20873,20873,1,96,999,0,,False,2024-08-25
20874,20874,1,85,999,0,,False,2024-08-06
20875,20875,5,169,999,0,,False,2024-08-02
20876,20876,1,250,999,0,,False,2024-08-25
20877,20877,1,109,999,0,,False,2024-08-18
20878,20878,1,206,999,0,,False,2024-08-05
20879,20879,1,184,999,0,,False,2024-08-08
20880,20880,1,41,999,0,,False,2024-08-10
20881,20881,2,252,999,0,,False,2024-08-21
20882,20882,1,154,999,0,,False,2024-08-02
20883,20883,1,103,999,0,,False,2024-08-14
20884,20884,1,137,999,0,,False,2024-08-26
20885,20885,2,238,999,0,,False,2024-08-19
20886,20886,1,55,999,0,,False,2024-08-31
20887,20887,1,125,999,0,,False,2024-08-17
20888,20888,1,98,999,0,,False,2024-08-14
20889,20889,1,107,999,0,,False,2024-08-13
20890,20890,1,71,999,0,,False,2024-08-23
20891,20891,3,151,999,0,,False,2024-08-22
20892,20892,3,169,999,0,,False,2024-08-12
20893,20893,1,167,999,0,,False,2024-08-23
20894,20894,2,114,999,0,,False,2024-08-31
20895,20895,3,50,999,0,,False,2024-08-31
20896,20896,1,47,999,0,,False,2024-08-07
20897,20897,1,92,999,0,,False,2024-08-22
20898,20898,1,228,999,0,,False,2024-08-25
20899,20899,1,293,999,0,,False,2024-08-22
20900,20900,1,98,999,0,,False,2024-08-12
20901,20901,1,205,999,0,,False,2024-08-23
20902,20902,1,107,999,0,,False,2024-08-10
20903,20903,6,260,999,0,,False,2024-08-14
20904,20904,2,152,999,0,,False,2024-08-23
20905,20905,2,200,999,0,,False,2024-08-26
20906,20906,3,127,999,0,,False,2024-08-06
20907,20907,1,10,999,0,,False,2024-08-27
20908,20908,3,273,999,0,,False,2024-08-04
20909,20909,1,101,999,0,,False,2024-08-08
20910,20910,1,465,999,0,,False,2024-08-17
20911,20911,1,145,999,0,,False,2024-08-02
20912,20912,2,593,999,0,,True,2024-08-28
20913,20913,1,93,999,0,,False,2024-08-22
20914,20914,1,141,999,0,,False,2024-08-29
20915,20915,1,155,999,0,,False,2024-08-20
20916,20916,2,370,999,0,,False,2024-08-04
20917,20917,1,111,999,0,,False,2024-08-04
20918,20918,1,159,999,0,,False,2024-08-23
20919,20919,2,1217,999,0,,False,2024-08-23
20920,20920,1,313,999,0,,False,2024-08-14
20921,20921,1,38,999,0,,False,2024-08-14
20922,20922,1,213,999,0,,False,2024-08-29
20923,20923,2,297,999,0,,False,2024-08-24
20924,20924,2,128,999,0,,False,2024-08-05
20925,20925,1,812,999,0,,True,2024-08-09
20926,20926,1,356,999,0,,False,2024-08-27
20927,20927,1,605,999,0,,False,2024-08-26
20928,20928,2,86,999,0,,False,2024-08-07
20929,20929,1,935,999,0,,False,2024-08-01
20930,20930,1,143,999,0,,False,2024-08-08
20931,20931,1,92,999,0,,False,2024-08-30
20932,20932,2,414,999,0,,False,2024-08-27
20933,20933,1,95,999,0,,False,2024-08-10
20934,20934,1,127,999,0,,False,2024-08-08
20935,20935,1,103,999,0,,False,2024-08-01
20936,20936,3,69,999,0,,False,2024-08-02
20937,20937,2,90,999,0,,False,2024-08-08
20938,20938,13,148,999,0,,False,2024-08-05
20939,20939,5,110,999,0,,False,2024-08-22
20940,20940,1,515,999,0,,False,2024-08-25
20941,20941,1,214,999,0,,False,2024-08-30
20942,20942,1,457,999,0,,False,2024-08-12
20943,20943,1,421,999,0,,False,2024-08-25
20944,20944,1,240,999,0,,False,2024-08-02
20945,20945,1,112,999,0,,False,2024-08-28
20946,20946,2,374,999,0,,False,2024-08-03
20947,20947,2,423,999,0,,False,2024-08-08
20948,20948,1,503,999,0,,False,2024-08-18
20949,20949,1,158,999,0,,False,2024-08-17
20950,20950,1,95,999,0,,False,2024-08-02
20951,20951,1,67,999,0,,False,2024-08-10
20952,20952,1,93,999,0,,False,2024-08-08
20953,20953,1,230,999,0,,False,2024-08-14
20954,20954,1,113,999,0,,False,2024-08-10
20955,20955,1,103,999,0,,False,2024-08-10
20956,20956,3,106,999,0,,False,2024-08-24
20957,20957,6,294,999,0,,False,2024-08-12
20958,20958,1,165,999,0,,False,2024-08-29
20959,20959,2,59,999,0,,False,2024-08-25
20960,20960,3,51,999,0,,False,2024-08-29
20961,20961,2,56,999,0,,False,2024-08-05
20962,20962,1,108,999,0,,False,2024-08-22
20963,20963,1,89,999,0,,False,2024-08-28
20964,20964,1,174,999,0,,False,2024-08-01
20965,20965,1,112,999,0,,False,2024-08-05
20966,20966,1,146,999,0,,False,2024-08-19
20967,20967,1,406,999,0,,False,2024-08-31
20968,20968,1,518,999,0,,True,2024-08-26
20969,20969,1,272,999,0,,False,2024-08-13
20970,20970,1,168,999,0,,False,2024-08-09
20971,20971,1,314,999,0,,False,2024-08-22
20972,20972,1,260,999,0,,False,2024-08-24
20973,20973,2,85,999,0,,False,2024-08-20
20974,20974,5,87,999,0,,False,2024-08-28
20975,20975,3,90,999,0,,False,2024-08-06
20976,20976,1,505,999,0,,True,2024-08-10
20977,20977,3,104,999,0,,False,2024-08-05
20978,20978,2,511,999,0,,False,2024-08-20
20979,20979,2,187,999,0,,False,2024-08-07
20980,20980,2,197,999,0,,False,2024-08-05
20981,20981,1,78,999,0,,False,2024-08-06
20982,20982,2,118,999,0,,False,2024-08-22
20983,20983,1,343,999,0,,False,2024-08-17
20984,20984,3,221,999,0,,False,2024-08-17
20985,20985,2,280,999,0,,False,2024-08-29
20986,20986,1,265,999,0,,False,2024-08-07
20987,20987,1,158,999,0,,False,2024-08-19
20988,20988,1,206,999,0,,False,2024-08-06
20989,20989,2,133,999,0,,False,2024-08-05
20990,20990,1,159,999,0,,False,2024-08-25
20991,20991,2,924,999,0,,False,2024-08-05
20992,20992,1,145,999,0,,False,2024-08-15
20993,20993,3,85,999,0,,False,2024-08-08
20994,20994,1,64,999,0,,False,2024-08-31
20995,20995,2,214,999,0,,False,2024-08-25
20996,20996,9,834,999,0,,True,2024-08-28
20997,20997,1,3322,999,0,,False,2024-08-27
20998,20998,1,153,999,0,,False,2024-08-02
20999,20999,1,136,999,0,,False,2024-08-20
21000,21000,1,366,999,0,,False,2024-08-16
21001,21001,1,260,999,0,,False,2024-08-11
21002,21002,4,107,999,0,,False,2024-08-22
21003,21003,2,1184,999,0,,True,2024-08-01
21004,21004,4,208,999,0,,False,2024-08-25
21005,21005,1,698,999,0,,True,2024-08-14
21006,21006,14,11,999,0,,False,2024-08-13
21007,21007,3,433,999,0,,False,2024-08-22
21008,21008,3,134,999,0,,False,2024-08-07
21009,21009,3,80,999,0,,False,2024-08-27
21010,21010,1,95,999,0,,False,2024-08-26
21011,21011,1,201,999,0,,False,2024-08-02
21012,21012,1,1151,999,0,,True,2024-08-26
21013,21013,2,189,999,0,,False,2024-08-11
21014,21014,2,168,999,0,,False,2024-08-30
21015,21015,2,61,999,0,,False,2024-08-29
21016,21016,4,388,999,0,,False,2024-08-14
21017,21017,1,122,999,0,,False,2024-08-01
21018,21018,3,448,999,0,,False,2024-08-05
21019,21019,1,60,999,0,,False,2024-08-05
21020,21020,4,167,999,0,,False,2024-08-13
21021,21021,1,92,999,0,,False,2024-08-05
21022,21022,2,350,999,0,,False,2024-08-20
21023,21023,1,449,999,0,,False,2024-08-14
21024,21024,1,158,999,0,,False,2024-08-09
21025,21025,1,388,999,0,,False,2024-08-22
21026,21026,1,145,999,0,,False,2024-08-28
21027,21027,8,112,999,0,,False,2024-08-14
21028,21028,2,217,999,0,,False,2024-08-19
21029,21029,3,153,999,0,,False,2024-08-05
21030,21030,1,337,999,0,,False,2024-08-27
21031,21031,3,94,999,0,,False,2024-08-19
21032,21032,2,425,999,0,,False,2024-08-03
21033,21033,2,377,999,0,,False,2024-08-26
21034,21034,2,52,999,0,,False,2024-08-17
21035,21035,4,168,999,0,,False,2024-08-21
21036,21036,2,1231,999,0,,True,2024-08-13
21037,21037,1,41,999,0,,False,2024-08-21
21038,21038,1,347,999,0,,False,2024-08-08
21039,21039,1,789,999,0,,False,2024-08-08
21040,21040,1,636,999,0,,False,2024-08-23
21041,21041,3,34,999,0,,False,2024-08-19
21042,21042,2,65,999,0,,False,2024-08-08
21043,21043,3,128,999,0,,False,2024-08-26
21044,21044,2,884,999,0,,True,2024-08-01
21045,21045,1,63,999,0,,False,2024-08-10
21046,21046,2,187,999,0,,False,2024-08-07
21047,21047,3,170,999,0,,False,2024-08-17
21048,21048,1,129,999,0,,False,2024-08-29
21049,21049,2,277,999,0,,False,2024-08-16
21050,21050,4,84,999,0,,False,2024-08-26
21051,21051,7,219,999,0,,False,2024-08-08
21052,21052,1,38,999,0,,False,2024-08-23
21053,21053,1,244,999,0,,False,2024-08-04
21054,21054,5,155,999,0,,False,2024-08-07
21055,21055,1,91,999,0,,False,2024-08-02
21056,21056,1,31,999,0,,False,2024-08-17
21057,21057,2,65,999,0,,False,2024-08-02
21058,21058,2,120,999,0,,False,2024-08-25
21059,21059,1,49,999,0,,False,2024-08-03
21060,21060,1,365,999,0,,False,2024-08-23
21061,21061,1,248,999,0,,False,2024-08-28
21062,21062,1,101,999,0,,False,2024-08-13
21063,21063,1,85,999,0,,False,2024-08-22
21064,21064,2,178,999,0,,False,2024-08-25
21065,21065,4,138,999,0,,False,2024-08-10
21066,21066,3,234,999,0,,False,2024-08-15
21067,21067,13,753,999,0,,True,2024-08-01
21068,21068,3,904,999,0,,True,2024-08-17
21069,21069,1,478,999,0,,False,2024-08-28
21070,21070,3,124,999,0,,False,2024-08-08
21071,21071,3,227,999,0,,False,2024-08-29
21072,21072,3,226,999,0,,False,2024-08-26
21073,21073,3,163,999,0,,False,2024-08-30
21074,21074,5,306,999,0,,False,2024-08-16
21075,21075,4,89,999,0,,False,2024-08-01
21076,21076,1,137,999,0,,False,2024-08-08
21077,21077,1,244,999,0,,False,2024-08-13
21078,21078,2,64,999,0,,False,2024-08-15
21079,21079,1,386,999,0,,False,2024-08-04
21080,21080,1,110,999,0,,False,2024-08-13
21081,21081,3,136,999,0,,False,2024-08-11
21082,21082,2,286,999,0,,False,2024-08-04
21083,21083,3,119,999,0,,False,2024-08-16
21084,21084,2,109,999,0,,False,2024-08-25
21085,21085,3,86,999,0,,False,2024-08-17
21086,21086,4,211,999,0,,False,2024-08-23
21087,21087,3,126,999,0,,False,2024-08-25
21088,21088,2,314,999,0,,False,2024-08-12
21089,21089,5,253,999,0,,False,2024-08-28
21090,21090,3,390,999,0,,False,2024-08-27
21091,21091,4,204,999,0,,False,2024-08-02
21092,21092,3,45,999,0,,False,2024-08-23
21093,21093,2,109,999,0,,False,2024-08-14
21094,21094,3,127,999,0,,False,2024-08-08
21095,21095,2,76,999,0,,False,2024-08-06
21096,21096,2,1579,999,0,,True,2024-08-25
21097,21097,3,96,999,0,,False,2024-08-17
21098,21098,2,1871,999,0,,False,2024-08-01
21099,21099,2,92,999,0,,False,2024-08-15
21100,21100,3,125,999,0,,False,2024-08-14
21101,21101,3,618,999,0,,True,2024-08-21
21102,21102,3,90,999,0,,False,2024-08-01
21103,21103,2,773,999,0,,True,2024-08-23
21104,21104,2,762,999,0,,True,2024-08-12
21105,21105,3,139,999,0,,False,2024-08-13
21106,21106,2,671,999,0,,True,2024-08-18
21107,21107,5,181,999,0,,False,2024-08-15
21108,21108,3,54,999,0,,False,2024-08-15
21109,21109,7,59,999,0,,False,2024-08-13
21110,21110,3,299,999,0,,False,2024-08-29
21111,21111,5,92,999,0,,False,2024-08-09
21112,21112,4,73,999,0,,False,2024-08-13
21113,21113,4,638,999,0,,True,2024-08-10
21114,21114,2,594,999,0,,True,2024-08-22
21115,21115,2,105,999,0,,False,2024-08-06
21116,21116,2,180,999,0,,False,2024-08-25
21117,21117,2,140,999,0,,False,2024-08-24
21118,21118,2,458,999,0,,False,2024-08-06
21119,21119,2,195,999,0,,False,2024-08-21
21120,21120,3,87,999,0,,False,2024-08-04
21121,21121,4,197,999,0,,False,2024-08-24
21122,21122,2,203,999,0,,False,2024-08-07
21123,21123,2,131,999,0,,False,2024-08-08
21124,21124,2,251,999,0,,False,2024-08-17
21125,21125,2,68,999,0,,False,2024-08-23
21126,21126,2,109,999,0,,False,2024-08-28
21127,21127,3,114,999,0,,False,2024-08-01
21128,21128,2,124,999,0,,False,2024-08-19
21129,21129,3,105,999,0,,False,2024-08-23
21130,21130,3,108,999,0,,False,2024-08-02
21131,21131,2,113,999,0,,False,2024-08-23
21132,21132,4,161,999,0,,False,2024-08-29
21133,21133,7,233,999,0,,False,2024-08-19
21134,21134,4,882,999,0,,True,2024-08-08
21135,21135,5,115,999,0,,False,2024-08-19
21136,21136,2,341,999,0,,False,2024-08-31
21137,21137,5,145,999,0,,False,2024-08-07
21138,21138,9,26,999,0,,False,2024-08-22
21139,21139,9,151,999,0,,False,2024-08-25
21140,21140,2,85,999,0,,False,2024-08-12
21141,21141,2,313,999,0,,False,2024-08-22
21142,21142,4,230,999,0,,False,2024-08-14
21143,21143,3,157,999,0,,False,2024-08-23
21144,21144,3,393,999,0,,False,2024-08-18
21145,21145,4,111,999,0,,False,2024-08-20
21146,21146,9,84,999,0,,False,2024-08-26
21147,21147,6,51,999,0,,False,2024-08-14
21148,21148,3,528,999,0,,True,2024-08-25
21149,21149,3,73,999,0,,False,2024-08-08
21150,21150,2,71,999,0,,False,2024-08-25
21151,21151,3,70,999,0,,False,2024-08-09
21152,21152,3,146,999,0,,False,2024-08-19
21153,21153,5,151,999,0,,False,2024-08-20
21154,21154,2,74,999,0,,False,2024-08-23
21155,21155,2,266,999,0,,False,2024-08-24
21156,21156,2,452,999,0,,False,2024-08-19
21157,21157,3,347,999,0,,False,2024-08-11
21158,21158,2,114,999,0,,False,2024-08-15
21159,21159,11,34,999,0,,False,2024-08-19
21160,21160,2,113,999,0,,False,2024-08-29
21161,21161,4,122,999,0,,False,2024-08-11
21162,21162,5,48,999,0,,False,2024-08-16
21163,21163,2,80,999,0,,False,2024-08-23
21164,21164,2,104,999,0,,False,2024-08-05
21165,21165,2,94,999,0,,False,2024-08-05
21166,21166,2,70,999,0,,False,2024-08-24
21167,21167,5,121,999,0,,False,2024-08-07
21168,21168,3,145,999,0,,False,2024-08-06
21169,21169,2,61,999,0,,False,2024-08-23
21170,21170,2,143,999,0,,False,2024-08-14
21171,21171,2,172,999,0,,False,2024-08-24
21172,21172,3,71,999,0,,False,2024-08-05
21173,21173,3,45,999,0,,False,2024-08-16
21174,21174,2,91,999,0,,False,2024-08-31
21175,21175,4,513,999,0,,False,2024-08-24
21176,21176,3,92,999,0,,False,2024-08-22
21177,21177,2,89,999,0,,False,2024-08-06
21178,21178,2,96,999,0,,False,2024-08-01
21179,21179,2,115,999,0,,False,2024-08-17
21180,21180,2,121,999,0,,False,2024-08-22
21181,21181,4,119,999,0,,False,2024-08-26
21182,21182,2,176,999,0,,False,2024-08-24
21183,21183,5,507,999,0,,False,2024-08-24
21184,21184,3,69,999,0,,False,2024-08-14
21185,21185,3,98,999,0,,False,2024-08-02
21186,21186,2,195,999,0,,False,2024-08-18
21187,21187,2,104,999,0,,False,2024-08-15
21188,21188,3,515,999,0,,False,2024-08-01
21189,21189,4,86,999,0,,False,2024-08-11
21190,21190,2,40,999,0,,False,2024-08-19
21191,21191,3,100,999,0,,False,2024-08-23
21192,21192,12,27,999,0,,False,2024-08-17
21193,21193,3,97,999,0,,False,2024-08-21
21194,21194,2,166,999,0,,False,2024-08-20
21195,21195,2,309,999,0,,True,2024-08-03
21196,21196,2,113,999,0,,False,2024-08-05
21197,21197,2,124,999,0,,False,2024-08-25
21198,21198,3,207,999,0,,False,2024-08-03
21199,21199,3,90,999,0,,False,2024-08-10
21200,21200,2,100,999,0,,False,2024-08-03
21201,21201,2,219,999,0,,False,2024-08-30
21202,21202,2,129,999,0,,False,2024-08-24
21203,21203,2,128,999,0,,False,2024-08-24
21204,21204,4,75,999,0,,False,2024-08-28
21205,21205,2,67,999,0,,False,2024-08-06
21206,21206,2,111,999,0,,False,2024-08-18
21207,21207,2,498,999,0,,False,2024-08-13
21208,21208,2,203,999,0,,False,2024-08-30
21209,21209,7,96,999,0,,False,2024-08-20
21210,21210,4,111,999,0,,False,2024-08-27
21211,21211,7,245,999,0,,False,2024-08-14
21212,21212,2,585,999,0,,False,2024-08-26
21213,21213,7,140,999,0,,False,2024-08-26
21214,21214,2,240,999,0,,False,2024-08-30
21215,21215,2,235,999,0,,False,2024-08-01
21216,21216,4,98,999,0,,False,2024-08-06
21217,21217,2,129,999,0,,False,2024-08-28
21218,21218,2,315,999,0,,False,2024-08-02
21219,21219,5,147,999,0,,False,2024-08-10
21220,21220,4,134,999,0,,False,2024-08-16
21221,21221,4,95,999,0,,False,2024-08-09
21222,21222,1,63,999,0,,False,2024-08-10
21223,21223,4,431,999,0,,False,2024-08-15
21224,21224,2,29,999,0,,False,2024-08-31
21225,21225,2,197,999,0,,False,2024-08-14
21226,21226,1,93,999,0,,False,2024-08-08
21227,21227,2,697,999,0,,True,2024-08-28
21228,21228,1,168,999,0,,False,2024-08-04
21229,21229,1,280,999,0,,False,2024-08-26
21230,21230,1,80,999,0,,False,2024-08-20
21231,21231,1,209,999,0,,False,2024-08-23
21232,21232,1,201,999,0,,False,2024-08-27
21233,21233,4,119,999,0,,False,2024-08-29
21234,21234,1,306,999,0,,False,2024-08-30
21235,21235,1,161,999,0,,False,2024-08-24
21236,21236,3,36,999,0,,False,2024-08-01
21237,21237,1,29,999,0,,False,2024-08-31
21238,21238,1,79,999,0,,False,2024-08-06
21239,21239,1,192,999,0,,False,2024-08-16
21240,21240,1,199,999,0,,False,2024-08-02
21241,21241,1,144,999,0,,False,2024-08-02
21242,21242,1,702,999,0,,False,2024-08-02
21243,21243,1,331,999,0,,False,2024-08-29
21244,21244,1,111,999,0,,False,2024-08-06
21245,21245,1,471,999,0,,False,2024-08-05
21246,21246,2,142,999,0,,False,2024-08-01
21247,21247,2,58,999,0,,False,2024-08-03
21248,21248,3,68,999,0,,False,2024-08-24
21249,21249,1,79,999,0,,False,2024-08-31
21250,21250,5,102,999,0,,False,2024-08-19
21251,21251,3,87,999,0,,False,2024-08-13
21252,21252,1,128,999,0,,False,2024-08-29
21253,21253,1,114,999,0,,False,2024-08-27
21254,21254,3,170,999,0,,False,2024-08-31
21255,21255,1,101,999,0,,False,2024-08-17
21256,21256,2,263,999,0,,False,2024-08-11
21257,21257,3,80,999,0,,False,2024-08-20
21258,21258,2,52,999,0,,False,2024-08-13
21259,21259,4,254,999,0,,False,2024-08-21
21260,21260,1,571,999,0,,False,2024-08-10
21261,21261,2,173,999,0,,False,2024-08-14
21262,21262,1,150,999,0,,False,2024-08-29
21263,21263,1,70,999,0,,False,2024-08-31
21264,21264,5,204,999,0,,False,2024-08-24
21265,21265,1,130,999,0,,False,2024-08-19
21266,21266,1,191,999,0,,False,2024-08-16
21267,21267,1,147,999,0,,False,2024-08-30
21268,21268,4,65,999,0,,False,2024-08-06
21269,21269,1,781,999,0,,False,2024-08-13
21270,21270,2,74,999,0,,False,2024-08-14
21271,21271,7,80,999,0,,False,2024-08-12
21272,21272,2,66,999,0,,False,2024-08-16
21273,21273,2,91,999,0,,False,2024-08-06
21274,21274,10,280,999,0,,False,2024-08-08
21275,21275,1,956,999,0,,True,2024-08-04
21276,21276,3,346,999,0,,False,2024-08-13
21277,21277,1,212,999,0,,False,2024-08-23
21278,21278,2,143,999,0,,False,2024-08-22
21279,21279,2,93,999,0,,False,2024-08-01
21280,21280,2,65,999,0,,False,2024-08-14
21281,21281,3,103,999,0,,False,2024-08-03
21282,21282,3,119,999,0,,False,2024-08-25
21283,21283,4,271,999,0,,False,2024-08-12
21284,21284,2,223,999,0,,False,2024-08-20
21285,21285,4,199,999,0,,False,2024-08-20
21286,21286,3,1126,999,0,,False,2024-08-15
21287,21287,7,514,999,0,,False,2024-08-10
21288,21288,1,75,999,0,,False,2024-08-15
21289,21289,1,392,999,0,,False,2024-08-15
21290,21290,2,150,999,0,,False,2024-08-25
21291,21291,2,151,999,0,,False,2024-08-22
21292,21292,3,215,999,0,,False,2024-08-06
21293,21293,6,547,999,0,,False,2024-08-20
21294,21294,1,100,999,0,,False,2024-08-21
21295,21295,1,85,999,0,,False,2024-08-16
21296,21296,1,180,999,0,,False,2024-08-29
21297,21297,1,86,999,0,,False,2024-08-26
21298,21298,1,22,999,0,,False,2024-08-04
21299,21299,1,75,999,0,,False,2024-08-14
21300,21300,1,134,999,0,,False,2024-08-13
21301,21301,2,82,999,0,,False,2024-08-02
21302,21302,1,984,999,0,,False,2024-08-04
21303,21303,3,256,999,0,,False,2024-08-17
21304,21304,3,249,999,0,,False,2024-08-19
21305,21305,5,48,999,0,,False,2024-08-04
21306,21306,3,62,999,0,,False,2024-08-03
21307,21307,4,725,999,0,,False,2024-08-10
21308,21308,6,384,999,0,,True,2024-08-16
21309,21309,5,377,999,0,,False,2024-08-27
21310,21310,5,417,999,0,,False,2024-08-16
21311,21311,2,201,999,0,,False,2024-08-11
21312,21312,4,261,999,0,,False,2024-08-01
21313,21313,2,155,999,0,,False,2024-08-26
21314,21314,2,128,999,0,,False,2024-08-25
21315,21315,4,103,999,0,,False,2024-08-12
21316,21316,2,178,999,0,,False,2024-08-19
21317,21317,10,16,999,0,,False,2024-08-19
21318,21318,3,135,999,0,,False,2024-08-10
21319,21319,7,202,999,0,,False,2024-08-20
21320,21320,2,37,999,0,,False,2024-08-28
21321,21321,3,149,999,0,,False,2024-08-25
21322,21322,10,35,999,0,,False,2024-08-19
21323,21323,2,1364,999,0,,False,2024-08-07
21324,21324,6,166,999,0,,False,2024-08-04
21325,21325,3,286,999,0,,False,2024-08-05
21326,21326,3,213,999,0,,False,2024-08-13
21327,21327,3,59,999,0,,False,2024-08-25
21328,21328,4,207,999,0,,False,2024-08-18
21329,21329,6,73,999,0,,False,2024-08-11
21330,21330,5,1559,999,0,,False,2024-08-13
21331,21331,2,194,999,0,,True,2024-08-01
21332,21332,6,192,999,0,,False,2024-08-19
21333,21333,3,304,999,0,,False,2024-08-04
21334,21334,6,89,999,0,,False,2024-08-31
21335,21335,3,124,999,0,,False,2024-08-14
21336,21336,2,67,999,0,,False,2024-08-30
21337,21337,4,174,999,0,,False,2024-08-05
21338,21338,8,457,999,0,,False,2024-08-08
21339,21339,11,405,999,0,,False,2024-08-26
21340,21340,4,350,999,0,,False,2024-08-24
21341,21341,4,123,999,0,,False,2024-08-02
21342,21342,3,395,999,0,,False,2024-08-05
21343,21343,3,312,999,0,,False,2024-08-26
21344,21344,7,779,999,0,,False,2024-08-31
21345,21345,12,92,999,0,,False,2024-08-17
21346,21346,12,374,999,0,,False,2024-08-25
21347,21347,4,76,999,0,,False,2024-08-24
21348,21348,3,119,999,0,,False,2024-08-02
21349,21349,2,296,999,0,,False,2024-08-20
21350,21350,5,193,999,0,,False,2024-08-23
21351,21351,5,87,999,0,,False,2024-08-28
21352,21352,7,243,999,0,,False,2024-08-17
21353,21353,4,835,999,0,,False,2024-08-24
21354,21354,12,724,999,0,,True,2024-08-21
21355,21355,5,159,999,0,,False,2024-08-13
21356,21356,2,445,999,0,,False,2024-08-30
21357,21357,2,244,999,0,,False,2024-08-18
21358,21358,10,212,999,0,,False,2024-08-18
21359,21359,6,119,999,0,,False,2024-08-30
21360,21360,3,176,999,0,,False,2024-08-13
21361,21361,4,241,999,0,,False,2024-08-28
21362,21362,3,314,999,0,,False,2024-08-06
